account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,state_AK,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY,area_code_408,area_code_415,area_code_510
0.5221674876847291,0,1,0.65,0.4369199037469922,0.7211538461538461,0.43680485338725983,0.4846693756926488,0.5233644859813082,0.48457192524989134,0.7024078254326561,0.5327102803738317,0.7023411371237458,0.7482014388489209,0.2222222222222222,0.7493333333333335,0.3333333333333333,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.6699507389162561,0,0,0.0,0.7181161911309729,0.6346153846153847,0.7180990899898888,0.2101957886959734,0.5887850467289719,0.20990873533246418,0.35703536493604215,0.542056074766355,0.3570234113712375,0.6402877697841727,0.4444444444444445,0.6400000000000001,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.3645320197044335,1,0,0.0,0.4544517016156755,0.6250000000000001,0.4543983822042468,0.3103066124861471,0.7009345794392523,0.3102998696219035,0.44845748683220465,0.7009345794392523,0.4481605351170569,0.4892086330935252,0.2222222222222222,0.4906666666666667,1.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.7192118226600985,1,0,0.0,0.4211069095909248,0.29807692307692313,0.42103134479272,0.14333210195788695,0.4392523364485981,0.1429813124728379,0.5421369450714824,0.4672897196261681,0.5418060200668896,0.2733812949640288,0.5555555555555556,0.2746666666666667,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.6896551724137931,1,1,0.925,0.7703678239945,0.34615384615384615,0.7702730030333671,0.5825637236793499,0.5981308411214954,0.5823554976097349,0.973288186606471,0.4766355140186915,0.9732441471571905,0.5683453237410072,0.4444444444444445,0.5680000000000001,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.35960591133004927,0,0,0.0,0.5266414575455484,0.7596153846153847,0.5265925176946411,0.3660879202068712,0.9439252336448598,0.36592785745328116,0.4826937547027841,0.4485981308411215,0.4824414715719064,0.4172661870503597,0.4444444444444445,0.41866666666666674,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.8226600985221675,0,0,0.0,0.3241663801993813,0.46153846153846156,0.32416582406471184,0.14998152936830442,0.22429906542056072,0.1499348109517601,0.2761474793077502,0.7663551401869158,0.2759197324414715,0.5683453237410072,0.1111111111111111,0.5680000000000001,0.3333333333333333,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.4630541871921182,0,0,0.0,0.41973186662083195,0.3846153846153847,0.4196157735085946,0.6771333579608423,0.2616822429906542,0.67709691438505,0.4687735139202408,0.6448598130841121,0.4682274247491639,0.6474820143884894,0.4444444444444445,0.648,1.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.41379310344827586,0,1,0.675,0.5565486421450672,0.8750000000000001,0.5565217391304348,0.8001477650535648,0.40186915887850466,0.8000869187309865,0.08126410835214448,0.27102803738317754,0.08110367892976583,0.7553956834532376,0.3333333333333333,0.7573333333333334,0.3333333333333333,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.3694581280788177,0,1,0.8250000000000001,0.5335166723960124,0.17307692307692313,0.5334681496461072,0.5485777613594386,0.16822429906542052,0.5484571925249891,0.36869826937547023,0.5794392523364484,0.3687290969899666,0.4820143884892087,0.4444444444444445,0.4826666666666668,0.3333333333333333,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
